codigo;descricao
4.06.01.30-7;Procedimento diagnóstico em citometria de fluxo (por monoclonal pesquisado)
4.06.01.31-5;Procedimento diagnóstico em citometria de imagens
4.06.01.13-7;Procedimento diagnóstico em citopatologia cérvico-vaginal oncótica
4.06.01.19-6;Procedimento diagnóstico em fragmentos múltiplos de biópsias de mesmo órgão ou topografia, acondicionados em um mesmo frasco
4.06.01.22-6;Procedimento diagnóstico em grupos de linfonodos, estruturas vizinhas e margens de peças anatômicas simples ou complexas (por margem) – máximo de três margens
4.06.01.27-7;Procedimento diagnóstico em imunofluorescência
4.06.01.25-0;Procedimento diagnóstico em lâminas de PAAF até 5
4.06.01.28-5;Procedimento diagnóstico em painel de hibridização in situ
4.06.01.17-0;Procedimento diagnóstico em painel de imuno-histoquímica (duas a cinco reações)
4.06.01.20-0;Procedimento diagnóstico em peça anatômica ou cirúrgica simples
4.06.01.21-8;Procedimento diagnóstico em peça cirúrgica ou anatômica complexa
4.06.01.18-8;Procedimento diagnóstico em reação imuno-histoquímica isolada
4.06.01.44-7;Procedimento diagnóstico em reação isolada de imuno-histoquímica para análise diagnóstico-terapêutica, por clone utilizado, por amostra
4.06.01.15-3;Procedimento diagnóstico em revisão de lâminas ou cortes histológicos seriados
4.06.01.02-1;Procedimento diagnóstico peroperatório – peça adicional ou margem cirúrgica
4.06.01.03-0;Procedimento diagnóstico peroperatório com deslocamento do patologista
4.06.01.01-3;Procedimento diagnóstico peroperatório sem deslocamento do patologista
4.06.01.29-3;Procedimento diagnóstico por captura híbrida
4.07.00.00-3;Código Procedimento Porte Custo Oper. Filme ou Doc. CARDIOVASCULAR – IN VIVO
4.07.01.01-8;Angiografia radioisotópica
4.07.01.02-6;Cintilografia com hemácias marcadas
4.07.01.03-4;Cintilografia do miocárdio com duplo isótopo (perfusão + viabilidade)
4.07.01.04-2;Cintilografia do miocárdio com FDG-18 F, em câmara híbrida
4.07.01.05-0;Cintilografia do miocárdio necrose (infarto agudo)
4.07.01.13-1;Cintilografia do miocárdio perfusão – estresse farmacológico
4.07.01.14-0;Cintilografia do miocárdio perfusão – estresse físico
4.07.01.06-9;Cintilografia do miocárdio perfusão – repouso
4.07.01.07-7;Cintilografia sincronizada das câmaras cardíacas – esforço
4.07.01.08-5;Cintilografia sincronizada das câmaras cardíacas – repouso
4.07.01.09-3;Fluxo sanguíneo das extremidades
4.07.01.10-7;Quantificação de shunt da direita para a esquerda
4.07.01.11-5;Quantificação de shunt periférico
4.07.01.12-3;Venografia radioisotópica
4.07.02.01-4;Cintilografia das glândulas salivares com ou sem estímulo
4.07.02.02-2;Cintilografia do fígado e do baço
4.07.02.03-0;Cintilografia do fígado e vias biliares
4.07.02.04-9;Cintilografia para detecção de hemorragia digestória ativa
4.07.02.05-7;Cintilografia para detecção de hemorragia digestória não ativa
4.07.02.06-5;Cintilografia para determinação do tempo de esvaziamento gástrico
4.07.02.07-3;Cintilografia para estudo de trânsito esofágico (líquidos)
4.07.02.08-1;Cintilografia para estudo de trânsito esofágico (semissólidos)
4.07.02.09-0;Cintilografia para pesquisa de divertículo de Meckel
4.07.02.10-3;Cintilografia para pesquisa de refluxo gastroesofágico
4.07.02.11-1;Fluxo sanguíneo hepático (qualitativo e quantitativo)
4.07.03.01-0;Cintilografia da tireoide e/ou captação (iodo – 123)
4.07.03.02-9;Cintilografia da tireoide e/ou captação (iodo – 131)
4.07.03.03-7;Cintilografia da tireoide e/ou captação (tecnécio – 99m TC)
4.07.03.04-5;Cintilografia das paratireoides
4.07.03.05-3;Cintilografia de corpo inteiro para pesquisa de metástases (PCI)
4.07.03.06-1;Teste de estímulo com TSH recombinante
4.07.03.07-0;Teste de supressão da tireoide com T3
4.07.03.08-8;Teste do perclorato
4.07.04.01-7;Cintilografia renal dinâmica
4.07.04.02-5;Cintilografia renal dinâmica com diurético
4.07.04.03-3;Cintilografia renal estática (quantitativa ou qualitativa)
4.07.04.04-1;Cintilografia testicular (escrotal)
4.07.04.05-0;Cistocintilografia direta
4.07.04.06-8;Cistocintilografia indireta
4.07.04.07-6;Determinação da filtração glomerular
4.07.04.08-4;Determinação do fluxo plasmático renal
4.07.05.01-3;Cintilografia do sistema retículo-endotelial (medula óssea)
4.07.05.02-1;Demonstração do sequestro de hemácias pelo baço
4.07.05.03-0;Determinação da sobrevida de hemácias
4.07.05.04-8;Determinação do volume eritrocitário
4.07.05.05-6;Determinação do volume plasmático
4.07.05.06-4;Teste de absorção de vitamina B12 com cobalto – 57 (teste de Schilling)
4.07.06.01-0;Cintilografia óssea (corpo total)
4.07.06.02-8;Fluxo sanguíneo ósseo
4.07.07.01-6;Cintilografia cerebral
4.07.07.02-4;Cintilografia cerebral com FDG-18 F, em câmara híbrida
4.07.07.03-2;Cintilografia de perfusão cerebral
4.07.07.09-1;Cintilografia de perfusão cerebral para avaliação de transporte de dopamina
4.07.07.04-0;Cisternocintilografia
4.07.07.05-9;Cisternocintilografia para pesquisa de fístula liquórica
4.07.07.06-7;Fluxo sanguíneo cerebral
4.07.07.07-5;Mielocintilografia
4.07.07.08-3;Ventrículo-cintilografia
4.07.08.01-2;Cintilografia com análogo de somatostatina
4.07.08.02-0;Cintilografia com gálio-67
4.07.08.03-9;Cintilografia com leucócitos marcados
4.07.08.04-7;Cintilografia com MIBG (metaiodobenzilguanidina)
4.07.08.05-5;Cintilografia de corpo total com FDG-18 F, em câmara híbrida
4.07.08.06-3;Cintilografia de mama (bilateral)
4.07.08.07-1;Demarcação radioisotópica de lesões tumorais
4.07.08.08-0;Detecção intraoperatória radioguiada de lesões tumorais
4.07.08.09-8;Detecção intraoperatória radioguiada de linfonodo sentinela
4.07.08.15-2;Laudo evolutivo de PET-CT por procedimento
4.07.08.10-1;Linfocintilografia
4.07.08.13-6;PET-CT neurológico com FDG
4.07.08.12-8;PET dedicado oncológico
4.07.08.11-0;Quantificação da captação pulmonar com gálio-67
4.07.08.14-4;Revisão de PET-CT por procedimento
4.07.09.01-9;Cintilografia para detecção de aspiração pulmonar
4.07.09.02-7;Cintilografia pulmonar (inalação)
4.07.09.03-5;Cintilografia pulmonar (perfusão)
4.07.10.01-7;Sessão médica para planejamento técnico de radioisotopoterapia
4.07.10.02-5;Tratamento com metaiodobenzilguanidina (MIBG)
4.07.10.04-1;Tratamento de câncer da tireoide
4.07.10.05-0;Tratamento de hipertireoidismo-bócio nodular tóxico (Graves)
4.07.10.06-8;Tratamento de hipertireoidismo-bócio nodular tóxico (Plummer)
4.07.10.07-6;Tratamento de metástases ósseas (estrôncio-90)
4.07.10.08-4;Tratamento de metástases ósseas (samário-153)
4.07.10.11-4;Tratamento de metástases ósseas com isótopos alfa emissor – planejamento e 1º dia de tratamento
4.07.10.12-2;Tratamento de metástases ósseas com isótopos alfa emissor – por dia de atendimento (até o início do próximo ciclo – intervalo de 4 a 8 semanas)
4.07.10.09-2;Tratamento de tumores neuroendócrinos
4.07.11.01-3;Dacriocintilografia
4.07.11.02-1;Imunocintilografia (anticorpos monoclonais)
4.08.00.00-8;Código Procedimento Porte Custo Oper. Filme ou Doc. Incid. CRÂNIO E FACE
4.08.01.12-8;RX – Adenoides ou cavum
4.08.01.16-0;RX – Arcada dentária (por arcada)
4.08.01.10-1;RX – Arcos zigomáticos ou malar ou apófises estiloides
4.08.01.11-0;RX – Articulação temporomandibular – bilateral
4.08.01.01-2;RX – Crânio – 2 incidências
4.08.01.02-0;RX – Crânio – 3 incidências
4.08.01.03-9;RX – Crânio – 4 incidências
4.08.01.20-9;RX – Incidência adicional de crânio ou face
4.08.01.08-0;RX – Maxilar inferior
4.08.01.05-5;RX – Órbitas – bilateral
4.08.01.04-7;RX – Orelha, mastoides ou rochedos – bilateral
4.08.01.09-8;RX – Ossos da face
4.08.01.13-6;RX – Panorâmica de mandíbula (ortopantomografia)
4.08.01.19-5;Planigrafia linear de crânio ou sela túrcica ou face ou mastoide
4.08.01.18-7;Radiografia oclusal
4.08.01.17-9;Radiografia periapical
4.08.01.06-3;RX – Seios da face
4.08.01.07-1;RX – Sela túrcica
4.08.01.15-2;Teleperfil em cefalostato – com traçado
4.08.01.14-4;Teleperfil em cefalostato – sem traçado
4.08.02.01-9;RX – Coluna cervical – 3 incidências
4.08.02.02-7;RX – Coluna cervical – 5 incidências
4.08.02.03-5;RX – Coluna dorsal – 2 incidências
4.08.02.04-3;RX – Coluna dorsal – 4 incidências
4.08.02.08-6;RX – Coluna dorso-lombar para escoliose
4.08.02.05-1;RX – Coluna lombossacra – 3 incidências
4.08.02.06-0;RX – Coluna lombossacra – 5 incidências
4.08.02.09-4;RX – Coluna total para escoliose (telespondilografia)
4.08.02.11-6;RX – Incidência adicional de coluna
4.08.02.10-8;Planigrafia de coluna vertebral (dois planos)
4.08.02.07-8;RX – Sacrocóccix
4.08.03.10-4;RX – Antebraço
4.08.03.06-6;RX – Articulação acromioclavicular
4.08.03.07-4;RX – Articulação escápulo-umeral (ombro)
4.08.03.02-3;RX – Articulação esternoclavicular
4.08.03.08-2;RX – Braço
4.08.03.04-0;RX – Clavícula
4.08.03.03-1;RX – Costelas – por hemitórax
4.08.03.09-0;RX – Cotovelo
4.08.03.01-5;RX – Esterno
4.08.03.14-7;RX – Incidência adicional de membro superior
4.08.03.12-0;RX – Mão ou quirodáctilo
4.08.03.13-9;RX – Mãos e punhos para idade óssea
4.08.03.05-8;RX – Omoplata ou escápula
4.08.03.11-2;RX – Punho
4.08.04.03-8;RX – Articulação coxofemoral (quadril)
4.08.04.08-9;RX – Articulação tibiotársica (tornozelo)
4.08.04.02-0;RX – Articulações sacroilíacas
4.08.04.01-1;RX – Bacia
4.08.04.10-0;RX – Calcâneo
4.08.04.04-6;RX – Coxa
4.08.04.11-9;RX – Escanometria
4.08.04.13-5;RX – Incidência adicional de membro inferior
4.08.04.05-4;RX – Joelho
4.08.04.12-7;RX – Panorâmica dos membros inferiores
4.08.04.06-2;RX – Patela
4.08.04.09-7;RX – Pé ou pododáctilo
4.08.04.07-0;RX – Perna
4.08.05.05-0;RX – Coração e vasos da base
4.08.05.07-7;RX – Laringe ou hipofaringe ou pescoço (partes moles)
4.08.05.06-9;Planigrafia de tórax, mediastino ou laringe
4.08.05.01-8;RX – Tórax – 1 incidência
4.08.05.02-6;RX – Tórax – 2 incidências
4.08.05.03-4;RX – Tórax – 3 incidências
4.08.05.04-2;RX – Tórax – 4 incidências
4.08.06.08-1;Clister ou enema opaco (duplo contraste)
4.08.06.10-3;Colangiografia intraoperatória
4.08.06.11-1;Colangiografia pós-operatória (pelo dreno)
4.08.06.09-0;Defecograma
4.08.06.01-4;Deglutograma
4.08.06.03-0;RX – Esôfago
4.08.06.05-7;RX – Esôfago – hiato – estômago e duodeno
4.08.06.04-9;RX – Estômago e duodeno
4.08.06.07-3;RX – Estudo do delgado com duplo contraste
4.08.06.06-5;RX – Trânsito e morfologia do delgado
4.08.06.20-0;Videodefecograma
4.08.06.02-2;Videodeglutograma
4.08.07.08-8;RX – Pênis
4.08.07.02-9;Pielografia ascendente
4.08.07.07-0;Tomografia renal sem contraste
4.08.07.05-3;Uretrocistografia de adulto
4.08.07.06-1;Uretrocistografia de criança (até 12 anos)
4.08.07.01-0;Urografia venosa com bexiga pré e pós-miccional
4.08.07.04-5;Urografia venosa com nefrotomografia
4.08.07.03-7;Urografia venosa minutada 1-2-3
4.08.08.02-5;RX – Abdome agudo
4.08.08.01-7;RX – Abdome simples
4.08.08.05-0;RX – Ampliação ou magnificação de lesão mamária
4.08.08.15-7;RX – Avaliação de fraturas vertebrais por DXA
4.08.08.25-4;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por estereotaxia (não inclui o exame de imagem)
4.08.08.27-0;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por RM (não inclui o exame de imagem)
4.08.08.26-2;Biópsia percutânea de fragmento mamário por agulha grossa (core biopsy) orientada por US (não inclui o exame de imagem)
4.08.08.31-9;Colocação de clipe(s) pré-QT neoadjuvante em axila – cada lado (não inclui o exame de base)
4.08.08.32-7;Colocação de clipe(s) pré-QT neoadjuvante em mama – cada lado (não inclui o exame de base)
4.08.08.14-9;Densitometria óssea – corpo inteiro (avaliação de massa óssea ou de composição corporal)
4.08.08.13-0;Densitometria óssea – rotina: coluna e fêmur (ou dois segmentos)
4.08.08.12-2;Densitometria óssea (um segmento)
4.08.08.11-4;RX – Esqueleto (incidências básicas de: crânio, coluna, bacia e membros)
4.08.08.37-8;Laudo evolutivo de densitometria óssea por procedimento
4.08.08.36-0;Laudo evolutivo de mamografia por procedimento
4.08.08.38-6;Laudo evolutivo de raio X por procedimento
4.08.08.03-3;Mamografia convencional bilateral
4.08.08.04-1;Mamografia digital bilateral
4.08.08.28-9;Mamotomia por estereotaxia (não inclui o exame de imagem)
4.08.08.30-0;Mamotomia por RM (não inclui o exame de imagem)
4.08.08.29-7;Mamotomia por US (não inclui o exame de imagem)
4.08.08.19-0;Marcação pré-cirúrgica por nódulo – máximo de 3 nódulos por mama, por estereotaxia (não inclui exame de imagem)
4.08.08.21-1;Marcação pré-cirúrgica por nódulo – máximo de 3 nódulos por mama, por RM (não inclui exame de imagem)
4.08.08.20-3;Marcação pré-cirúrgica por nódulo – máximo de 3 nódulos por mama, por US (não inclui exame de imagem)
4.08.08.16-5;Planigrafia de osso
4.08.08.22-0;Punção ou biópsia mamária percutânea por agulha fina orientada por estereotaxia (não inclui o exame de base)
4.08.08.24-6;Punção ou biópsia mamária percutânea por agulha fina orientada por TC (não inclui o exame de base)
4.08.08.23-8;Punção ou biópsia mamária percutânea por agulha fina orientada por US (não inclui o exame de base)
4.08.08.34-3;Revisão de densitometria óssea por procedimento
4.08.08.33-5;Revisão de mamografia por procedimento
4.08.08.35-1;Revisão de raio X por procedimento
4.08.09.04-8;Artrografia ou pneumoartrografia
4.08.09.06-4;Colangiografia transcutânea
4.08.09.07-2;Colangiopancreatografia retrógrada
4.08.09.08-0;Dacriocistografia
4.08.09.10-2;Drenagem percutânea orientada por RX (acrescentar o exame de base)
4.08.09.05-6;Fistulografia
4.08.09.03-0;Histerossalpingografia
4.08.09.19-6;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RM (não inclui o exame de base)
4.08.09.20-0;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por RX (não inclui o exame de base)
4.08.09.21-8;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por TC (não inclui o exame de base)
4.08.09.22-6;Punção biópsia/aspirativa de órgão ou estrutura profunda orientada por US (não inclui o exame de base)
4.08.09.18-8;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RM (não inclui o exame de base)
4.08.09.15-3;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por RX (não inclui o exame de base)
4.08.09.17-0;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por TC (não inclui o exame de base)
4.08.09.16-1;Punção biópsia/aspirativa de órgão ou estrutura superficial orientada por US (não inclui o exame de base)
4.08.09.02-1;Sialografia (por glândula)
4.08.10.04-6;Avaliação hemodinâmica por cateterismo (aferimento de pressão ou fluxo arterial ou venoso)
4.08.10.03-8;Colheita seletiva de sangue para dosagem hormonal
4.08.10.01-1;Mielografia segmentar (por segmento)
4.08.10.02-0;Teste de oclusão de artéria carótida ou vertebral
4.08.11.01-8;Radioscopia diagnóstica
4.08.11.02-6;Radioscopia para acompanhamento de procedimento cirúrgico (por hora ou fração)
4.08.12.03-0;Angiografia por cateterismo não seletivo de grande vaso
4.08.12.04-9;Angiografia por cateterismo seletivo de ramo primário – por vaso
4.08.12.05-7;Angiografia por cateterismo superseletivo de ramo secundário ou distal – por vaso
4.08.12.02-2;Angiografia por punção
4.08.12.07-3;Angiografia pós-operatória de controle
4.08.12.06-5;Angiografia transoperatória de posicionamento
4.08.12.01-4;Aortografia abdominal por punção translombar
4.08.12.13-8;Cavernosografia
4.08.12.16-2;Cone beam CT ou tomografia computadorizada em “feixe cônico” intraoperatória
4.08.12.11-1;Esplenoportografia percutânea
4.08.12.14-6;Fármaco-cavernosografia (dinâmica)
4.08.12.08-1;Flebografia por punção venosa unilateral
4.08.12.09-0;Flebografia retrógrada por cateterismo – unilateral
4.08.12.12-0;Linfangioadenografia unilateral
4.08.12.10-3;Portografia trans-hepática
4.08.13.00-2;Código Procedimento Porte Custo Oper. No de Aux. Porte Anest.
4.08.13.04-5;Ablação percutânea de tumor (qualquer método)
4.08.13.02-9;Ablação percutânea de tumor hepático (qualquer método)
4.08.13.03-7;Ablação percutânea de tumor ósseo (qualquer método)
4.08.14.18-1;Ablação percutânea de tumor renal (qualquer método)
4.08.13.01-0;Ablação percutânea de tumor torácico (qualquer método)
4.08.13.05-3;Alcoolização percutânea de angioma
4.08.13.11-8;Angioplastia arterial ou venosa de anastomose vascular de fígado transplantado
4.08.13.13-4;Angioplastia arterial ou venosa de anastomose vascular de rim transplantado
4.08.13.08-8;Angioplastia de aorta para tratamento de coarctação
4.08.13.10-0;Angioplastia de artéria visceral – por vaso
4.08.13.06-1;Angioplastia de ramo intracraniano
4.08.13.14-2;Angioplastia de ramos hipogástricos para tratamento de impotência
4.08.13.07-0;Angioplastia de tronco supra-aórtico
4.08.13.15-0;Angioplastia de tronco venoso
4.08.13.12-6;Angioplastia renal para tratamento de hipertensão renovascular ou outra condição
4.08.13.17-7;Angioplastia transluminal percutânea
4.08.13.18-5;Angioplastia transluminal percutânea para tratamento de obstrução arterial
4.08.13.16-9;Angioplastia venosa para tratamento de síndrome de Budd-Chiari 10C
4.08.13.40-1;Aterectomia percutânea orientada por RX
4.08.13.86-0;Celostomia percutânea orientada por RX ou TC
4.08.13.84-3;Colecistostomia percutânea orientada por RX, US ou TC
4.08.13.23-1;Colocação de cateter venoso central ou portocath
4.08.13.24-0;Colocação de filtro de VCI para prevenção de TEP
4.08.13.21-5;Colocação de stent aórtico
4.08.13.32-0;Colocação de stent biliar
4.08.13.25-8;Colocação de stent em artéria visceral – por vaso
4.08.13.29-0;Colocação de stent em estenose vascular de enxerto transplantado
4.08.13.19-3;Colocação de stent em ramo intracraniano – por vaso
4.08.13.30-4;Colocação de stent em traqueia ou brônquio
4.08.13.20-7;Colocação de stent em tronco supra-aórtico
4.08.13.31-2;Colocação de stent esofagiano, duodenal ou colônico
4.08.13.26-6;Colocação de stent para tratamento de obstrução arterial ou venosa – por vaso
4.08.13.22-3;Colocação de stent para tratamento de síndrome de VCI
4.08.13.33-9;Colocação de stent renal
4.08.13.27-4;Colocação de stent revestido (stent-graft) para tratamento de aneurisma periférico
4.08.13.28-2;Colocação de stent revestido (stent-graft) para tratamento de fístula arteriovenosa
4.08.13.34-7;Colocação percutânea de cateter pielovesical
4.08.13.35-5;Colocação percutânea de stent vascular
4.08.13.36-3;Coluna vertebral: infiltração foraminal ou facetária ou articular
4.08.13.37-1;Dilatação percutânea de estenose biliar cicatricial
4.08.13.38-0;Dilatação percutânea de estenose de conduto urinário
4.08.13.39-8;Dilatação percutânea de estenose de ducto pancreático
4.08.14.10-6;Discografia
4.08.13.43-6;Drenagem de abscesso pulmonar ou mediastinal
4.08.13.44-4;Drenagem mediastinal orientada por RX ou TC
4.08.13.46-0;Drenagem percutânea de abscesso hepático ou pancreático
4.08.13.50-9;Drenagem percutânea de abscesso renal
4.08.13.52-5;Drenagem percutânea de abscesso retroperitoneal ou pélvico
4.08.13.47-9;Drenagem percutânea de cisto hepático ou pancreático
4.08.13.49-5;Drenagem percutânea de cisto renal
4.08.13.45-2;Drenagem percutânea de coleção infectada abdominal
4.08.13.51-7;Drenagem percutânea de coleção infectada profunda
4.08.13.41-0;Drenagem percutânea de coleção pleural
4.08.13.42-8;Drenagem percutânea de pneumotórax
4.08.13.48-7;Drenagem percutânea de via biliar
4.08.13.53-3;Drenagem percutânea não especificada
4.08.13.66-5;Embolização arterial para tratamento de priapismo
4.08.13.60-6;Embolização brônquica para tratamento de hemoptise
4.08.14.19-0;Embolização das artérias prostáticas – por vaso
4.08.13.54-1;Embolização de aneurisma cerebral por oclusão sacular – por vaso
4.08.13.55-0;Embolização de aneurisma cerebral por oclusão vascular – por vaso
4.08.13.59-2;Embolização de aneurisma ou pseudoaneurisma visceral
4.08.13.70-3;Embolização de artéria renal para nefrectomia
4.08.13.74-6;Embolização de artéria uterina para tratamento de mioma ou outras situações
4.08.13.57-6;Embolização de fístula arteriovenosa em cabeça, pescoço ou coluna – por vaso
4.08.13.71-1;Embolização de fístula arteriovenosa não especificada acima – por vaso
4.08.13.63-0;Embolização de hemorragia digestiva
4.08.13.56-8;Embolização de malformação arteriovenosa cerebral ou medular – por vaso
4.08.13.72-0;Embolização de malformação vascular – por vaso
4.08.13.73-8;Embolização de pseudoaneurisma – por vaso
4.08.13.64-9;Embolização de ramo portal
4.08.13.68-1;Embolização de ramos hipogástricos para tratamento de sangramento ginecológico
4.08.13.78-9;Embolização de tumor de cabeça e pescoço
4.08.13.79-7;Embolização de tumor do aparelho digestivo
4.08.13.81-9;Embolização de tumor não especificado
4.08.13.80-0;Embolização de tumor ósseo ou de partes moles
4.08.13.62-2;Embolização de varizes esofagianas ou gástricas
4.08.13.75-4;Embolização de veia espermática para tratamento de varicocele
4.08.13.76-2;Embolização de veias ovarianas para tratamento de varizes pélvicas
4.08.13.77-0;Embolização definitiva não especificada acima – por vaso
4.08.13.65-7;Embolização esplênica para tratamento de hiperesplenismo ou outra situação
4.08.13.58-4;Embolização para tratamento de epistaxe
4.08.13.67-3;Embolização para tratamento de impotência
4.08.13.61-4;Embolização pulmonar para tratamento de fístula arteriovenosa ou outra situação
4.08.13.69-0;Embolização seletiva de fístula ou aneurisma renal para tratamento de hematúria
4.08.13.85-1;Esclerose percutânea de cisto pancreático
4.08.14.16-5;Esclerose percutânea de nódulos benignos dirigida por RX, US, TC ou RM
4.08.13.89-4;Exérese percutânea de tumor benigno orientada por RX, US, TC ou RM
4.08.13.83-5;Gastrostomia percutânea orientada por RX ou TC
4.08.13.94-0;Implante de endoprótese em aneurisma de aorta abdominal ou torácica com stent revestido (stent-graft)
4.08.13.95-9;Implante de endoprótese em dissecção de aorta abdominal ou torácica com stent revestido (stent-graft)
4.08.14.11-4;Litotripsia mecânica de cálculos renais orientada por RX ou US
4.08.14.15-7;Manipulação de drenos pós-drenagem (orientada por RX, TC, US ou RM)
4.08.13.87-8;Nefrostomia percutânea orientada por RX, US, TC ou RM
4.08.14.20-3;Neurólise de plexo nervoso guiado por tomografia computadorizada
4.08.14.14-9;Paracentese orientada por RX ou US
4.08.13.88-6;Pielografia percutânea orientada por RX, US, TC ou RM
4.08.13.91-6;RX – Quimioembolização para tratamento de tumor hepático
4.08.13.90-8;RX – Quimioterapia por cateter de tumor de cabeça e pescoço
4.08.13.92-4;RX – Quimioterapia por cateter intra-arterial
4.08.14.21-1;Radioembolização hepática
4.08.14.05-0;RX – Repermeabilização tubária para tratamento de infertilidade 10A
4.08.14.06-8;Retirada percutânea de cálculos biliares orientada por RX, US ou TC
4.08.14.07-6;Retirada percutânea de cálculos renais orientada por RX, US ou TC
4.08.14.08-4;RX – Retirada percutânea de corpo estranho intravascular
4.08.14.13-0;Sinusografia (abscessografia)
4.08.14.23-8;Termoablação para nódulos benignos de tireoide
4.08.13.93-2;TIPS – anastomose porto-cava percutânea para tratamento de hipertensão portal
4.08.13.82-7;Traqueotomia percutânea orientada por RX ou TC
4.08.13.96-7;Tratamento de pseudoaneurisma por compressão com US-Doppler
4.08.13.97-5;RX – Tratamento do vasoespasmo pós-trauma
4.08.14.12-2;Trituração de calcificação tendínea orientada por RX ou US
4.08.13.98-3;RX – Trombectomia mecânica para tratamento de TEP
4.08.13.99-1;RX – Trombectomia mecânica venosa
4.08.14.01-7;RX – Trombectomia medicamentosa para tratamento de TEP
4.08.14.22-0;Trombectomia no acidente vascular cerebral AVC isquêmico agudo
4.08.14.02-5;RX – Trombólise medicamentosa arterial ou venosa – por vaso
4.08.14.03-3;RX – Trombólise medicamentosa arterial ou venosa para tratamento de isquemia mesentérica
4.08.14.04-1;RX – Trombólise medicamentosa em troncos supra-aórticos e intracranianos
4.09.00.00-2;Código Procedimento Porte Custo Oper. Filme ou Doc. Incid. ULTRASSONOGRAFIA DIAGNÓSTICA
4.09.01.18-1;US – Abdome inferior feminino (bexiga, útero, ovário e anexos)
4.09.01.17-3;US – Abdome inferior masculino (bexiga, próstata e vesículas seminais)
4.09.01.13-0;US – Abdome superior (fígado, vias biliares, vesícula, pâncreas e baço)
4.09.01.12-2;US – Abdome total (abdome superior, rins, bexiga, aorta, veia cava inferior e adrenais)
4.09.01.76-9;US – Aparelho urinário (rins, ureteres e bexiga)
4.09.01.22-0;US – Articular (por articulação)
4.09.01.61-0;US – Crânio para criança
4.09.01.19-0;US – Dermatológico – pele e subcutâneo
4.09.01.47-5;Doppler colorido arterial de membro inferior – unilateral
4.09.01.45-9;Doppler colorido arterial de membro superior – unilateral
4.09.01.39-4;Doppler colorido de aorta e artérias renais
4.09.01.40-8;Doppler colorido de aorta e ilíacas
4.09.01.51-3;Doppler colorido de artérias penianas (sem fármaco indução)
4.09.01.41-6;Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco)
4.09.01.42-4;Doppler colorido de hemangioma
4.09.01.38-6;Doppler colorido de órgão ou estrutura isolada
4.09.01.36-0;Doppler colorido de vasos cervicais arteriais bilateral (carótidas e vertebrais)
4.09.01.37-8;Doppler colorido de vasos cervicais venosos bilateral (subclávias e jugulares)
4.09.01.43-2;Doppler colorido de veia cava superior ou inferior
4.09.01.44-0;Doppler colorido peniano com fármaco-indução
4.09.01.35-1;Doppler colorido transfontanela
4.09.01.48-3;Doppler colorido venoso de membro inferior – unilateral
4.09.01.46-7;Doppler colorido venoso de membro superior – unilateral
4.09.01.60-2;Doppler transcraniano
4.09.01.78-5;Ecocardiograma transesofágico tridimensional
4.09.01.80-7;Ecocardiograma transtorácico com STRAIN bidimensional (inclui transtorácico)
4.09.01.77-7;Ecocardiograma transtorácico tridimensional
4.09.01.62-9;Ecodopplercardiograma com avaliação do sincronismo cardíaco
4.09.01.05-0;Ecodopplercardiograma com contraste intracavitário
4.09.01.06-8;Ecodopplercardiograma com contraste para perfusão miocárdica em repouso
4.09.01.07-6;Ecodopplercardiograma com estresse farmacológico
4.09.01.69-6;Ecodopplercardiograma com estresse físico
4.09.01.08-4;Ecodopplercardiograma fetal com mapeamento de fluxo em cores – por feto
4.09.01.71-8;Ecodopplercardiograma para ajuste de marca-passo
4.09.01.70-0;Ecodopplercardiograma sob estresse físico ou farmacológico com contraste
4.09.01.09-2;Ecodopplercardiograma transesofágico (inclui transtorácico)
4.09.01.10-6;Ecodopplercardiograma transtorácico
4.09.01.79-3;Elastografia hepática ultrassônica
4.09.01.83-1;Elastografia da próstata
4.09.01.84-0;Elastografia de estrutura superficial (mama, cervical, axila, músculo, tendão ou tireoide)
4.09.01.72-6;Neurossonografia fetal, por feto
4.09.01.68-8;US – Adicional de reconstrução 3D
4.09.01.59-9;US – Estudo sonográfico dinâmico das vias urinárias (feminino)
4.09.01.58-0;US – Estudo sonográfico dinâmico das vias urinárias (masculino)
4.09.01.21-1;US – Estruturas superficiais (cervical ou axila ou músculo ou tendão)
4.09.01.03-3;US – Glândulas salivares (todas)
4.09.01.01-7;US – Globo ocular – bilateral
4.09.01.02-5;US – Globo ocular com Doppler colorido – bilateral
4.09.01.32-7;Histerossonografia
4.09.01.11-4;US – Mamas
4.09.01.23-8;US – Obstétrica
4.09.01.29-7;US – Obstétrica 1º trimestre (endovaginal)
4.09.01.25-4;US – Obstétrica com translucência nucal
4.09.01.24-6;US – Obstétrica com Doppler colorido
4.09.01.28-9;US – Obstétrica gestação múltipla com Doppler colorido: cada feto
